Plan,Cloud,Compute type,Instance,vCPU,Memory (GB),DBU/hour,Rate/hour,Instance_df_1,instanceFamily,instanceFamilyName,location,locationName,locationType,locationContinent,currentGeneration,supportedUsageClasses,processorArchitectures,processorClockSpeedInGhz,processorManufacturer,processor,processorFeatures,vCpus,vCpuCores,memorySizeInMiB,storage,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,spotWindowsHr,spotWindowsMonth
Enterprise,AWS,All-Purpose Compute,m6id.8xlarge,32,128,6.08,3.952,m6id.8xlarge,m6id,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,131072,1 x 1900 NVMe SSD,1.8984,1385.83,0.6369,464.94,1.8034,1316.48
Enterprise,AWS,All-Purpose Compute,m6id.12xlarge,48,192,9.12,5.928,m6id.12xlarge,m6id,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,2 x 1425 NVMe SSD,2.8476,2078.75,0.7848,572.9,2.6733,1951.51
Enterprise,AWS,All-Purpose Compute,m6id.16xlarge,64,256,12.16,7.904,m6id.16xlarge,m6id,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,262144,2 x 1900 NVMe SSD,3.7968,2771.66,1.1755,858.12,3.6483,2663.26
Enterprise,AWS,All-Purpose Compute,m6id.24xlarge,96,384,18.24,11.856,m6id.24xlarge,m6id,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,393216,4 x 1425 NVMe SSD,5.6952,4157.5,1.5822,1155.01,5.3929,3936.82
Enterprise,AWS,All-Purpose Compute,m6id.32xlarge,128,512,24.32,15.808,m6id.32xlarge,m6id,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,128,64,524288,4 x 1900 NVMe SSD,7.5936,5543.33,2.2393,1634.69,7.3114,5337.32
Enterprise,AWS,All-Purpose Compute,m6idn.large,2,8,0.38,0.247,m6idn.large,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,2,1,8192,1 x 118 NVMe SSD,0.1591,116.16,0.0573,41.83,0.1208,88.18
Enterprise,AWS,All-Purpose Compute,m6idn.xlarge,4,16,0.76,0.494,m6idn.xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,16384,1 x 237 NVMe SSD,0.3182,232.32,0.1406,102.64,0.2404,175.49
Enterprise,AWS,All-Purpose Compute,m6idn.2xlarge,8,32,1.52,0.988,m6idn.2xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,32768,1 x 474 NVMe SSD,0.6365,464.63,0.2793,203.89,0.4784,349.23
Enterprise,AWS,All-Purpose Compute,m6idn.4xlarge,16,64,3.04,1.976,m6idn.4xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,65536,1 x 950 NVMe SSD,1.273,929.26,0.6422,468.81,0.9613,701.75
Enterprise,AWS,All-Purpose Compute,m6idn.8xlarge,32,128,6.08,3.952,m6idn.8xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,131072,1 x 1900 NVMe SSD,2.5459,1858.52,1.1587,845.85,1.9296,1408.61
Enterprise,AWS,All-Purpose Compute,m6idn.12xlarge,48,192,9.12,5.928,m6idn.12xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,2 x 1425 NVMe SSD,3.8189,2787.78,1.3482,984.19,2.8841,2105.39
Enterprise,AWS,All-Purpose Compute,m6idn.16xlarge,64,256,12.16,7.904,m6idn.16xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,262144,2 x 1900 NVMe SSD,5.0918,3717.04,1.8495,1350.13,3.8555,2814.52
Enterprise,AWS,All-Purpose Compute,m6idn.24xlarge,96,384,18.24,11.856,m6idn.24xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,393216,4 x 1425 NVMe SSD,7.6378,5575.56,2.6745,1952.38,5.8011,4234.8
Enterprise,AWS,All-Purpose Compute,m6idn.32xlarge,128,512,24.32,15.808,m6idn.32xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,128,64,524288,4 x 1900 NVMe SSD,10.1837,7434.09,3.3819,2468.79,6.9064,5041.67
Enterprise,AWS,All-Purpose Compute,m6in.xlarge,4,16,0.76,0.494,m6in.xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,16384,EBS only,0.2785,203.28,0.1227,89.57,0.2315,169
Enterprise,AWS,All-Purpose Compute,m6in.2xlarge,8,32,1.52,0.988,m6in.2xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,32768,EBS only,0.5569,406.55,0.2071,151.18,0.4671,340.98
Enterprise,AWS,All-Purpose Compute,m6in.4xlarge,16,64,3.04,1.976,m6in.4xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,65536,EBS only,1.1138,813.1,0.4978,363.39,0.9314,679.92
Enterprise,AWS,All-Purpose Compute,m6in.8xlarge,32,128,6.08,3.952,m6in.8xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,131072,EBS only,2.2277,1626.21,0.9842,718.47,1.8752,1368.9
Enterprise,AWS,All-Purpose Compute,m6in.12xlarge,48,192,9.12,5.928,m6in.12xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,EBS only,3.3415,2439.31,1.4682,1071.79,2.806,2048.38
Enterprise,AWS,All-Purpose Compute,m6in.16xlarge,64,256,12.16,7.904,m6in.16xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,262144,EBS only,4.4554,3252.41,1.7828,1301.44,3.7135,2710.86
Enterprise,AWS,All-Purpose Compute,m6in.24xlarge,96,384,18.24,11.856,m6in.24xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,393216,EBS only,6.683,4878.62,3.0046,2193.36,5.5884,4079.53
Enterprise,AWS,All-Purpose Compute,m6in.32xlarge,128,512,24.32,15.808,m6in.32xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,128,64,524288,EBS only,8.9107,6504.83,3.681,2687.13,7.3708,5380.68
Enterprise,AWS,All-Purpose Compute,m7a.xlarge,4,16,0.9,0.585,m7a.xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,4,4,16384,EBS only,0.2318,169.24,0.085,62.05,0.226,164.98
Enterprise,AWS,All-Purpose Compute,m7a.2xlarge,8,32,1.8,1.17,m7a.2xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,8,8,32768,EBS only,0.4637,338.49,0.1724,125.85,0.4481,327.11
Enterprise,AWS,All-Purpose Compute,m7a.4xlarge,16,64,3.6,2.34,m7a.4xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,16,16,65536,EBS only,0.9274,676.97,0.3652,266.6,0.9043,660.14
Enterprise,AWS,All-Purpose Compute,m7a.8xlarge,32,128,7.2,4.68,m7a.8xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,32,32,131072,EBS only,1.8547,1353.95,0.6744,492.31,1.6952,1237.5
Enterprise,AWS,All-Purpose Compute,m7a.12xlarge,48,192,10.8,7.02,m7a.12xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,48,48,196608,EBS only,2.7821,2030.92,0.9087,663.35,2.6987,1970.05
Enterprise,AWS,All-Purpose Compute,m7a.16xlarge,64,256,14.4,9.36,m7a.16xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,64,64,262144,EBS only,3.7094,2707.89,1.1082,808.99,3.6129,2637.42
Enterprise,AWS,All-Purpose Compute,m7a.24xlarge,96,384,21.6,14.04,m7a.24xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,96,96,393216,EBS only,5.5642,4061.84,1.6322,1191.51,5.3831,3929.66
Enterprise,AWS,All-Purpose Compute,m7a.32xlarge,128,512,28.8,18.72,m7a.32xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,128,128,524288,EBS only,7.4189,5415.78,2.0265,1479.35,7.234,5280.82
Enterprise,AWS,All-Purpose Compute,m7a.48xlarge,192,768,43.2,28.08,m7a.48xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,192,192,786432,EBS only,11.1283,8123.67,3.0156,2201.39,9.9448,7259.7
Enterprise,AWS,All-Purpose Compute,m7g.large,2,8,0.48,0.312,m7g.large,m7g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,2,2,8192,EBS only,0.0816,59.57,0.029,21.17,0,0
Enterprise,AWS,All-Purpose Compute,m7g.xlarge,4,16,0.96,0.624,m7g.xlarge,m7g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,4,4,16384,EBS only,0.1632,119.14,0.0605,44.16,0,0
Enterprise,AWS,All-Purpose Compute,m7g.2xlarge,8,32,1.92,1.248,m7g.2xlarge,m7g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,8,8,32768,EBS only,0.3264,238.27,0.1203,87.82,0,0
Enterprise,AWS,All-Purpose Compute,m7g.4xlarge,16,64,3.84,2.496,m7g.4xlarge,m7g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,16,16,65536,EBS only,0.6528,476.54,0.2698,196.95,0,0
Enterprise,AWS,All-Purpose Compute,m7g.8xlarge,32,128,7.68,4.992,m7g.8xlarge,m7g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,32,32,131072,EBS only,1.3056,953.09,0.4471,326.38,0,0
Enterprise,AWS,All-Purpose Compute,m7g.16xlarge,64,256,15.36,9.984,m7g.16xlarge,m7g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,64,64,262144,EBS only,2.6112,1906.18,0.6779,494.87,0,0
Enterprise,AWS,All-Purpose Compute,m7gd.large,2,8,0.48,0.312,m7gd.large,m7gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,2,2,8192,1 x 118 NVMe SSD,0.1068,77.96,0.0351,25.62,0,0
Enterprise,AWS,All-Purpose Compute,m7gd.xlarge,4,16,0.96,0.624,m7gd.xlarge,m7gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,4,4,16384,1 x 237 NVMe SSD,0.2136,155.93,0.0811,59.2,0,0
Enterprise,AWS,All-Purpose Compute,m7gd.2xlarge,8,32,1.92,1.248,m7gd.2xlarge,m7gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,8,8,32768,1 x 475 NVMe SSD,0.4271,311.78,0.147,107.31,0,0
Enterprise,AWS,All-Purpose Compute,m7gd.4xlarge,16,64,3.84,2.496,m7gd.4xlarge,m7gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,16,16,65536,1 x 950 NVMe SSD,0.8543,623.64,0.2971,216.88,0,0
Enterprise,AWS,All-Purpose Compute,m7gd.8xlarge,32,128,7.68,4.992,m7gd.8xlarge,m7gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,32,32,131072,1 x 1900 NVMe SSD,1.7086,1247.28,0.6199,452.53,0,0
Enterprise,AWS,All-Purpose Compute,m7gd.12xlarge,48,192,11.52,7.488,m7gd.12xlarge,m7gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,48,48,196608,2 x 1425 NVMe SSD,2.5628,1870.84,0.7442,543.27,0,0
Enterprise,AWS,All-Purpose Compute,m7gd.16xlarge,64,256,15.36,9.984,m7gd.16xlarge,m7gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,64,64,262144,2 x 1900 NVMe SSD,3.4171,2494.48,1.1131,812.56,0,0
Enterprise,AWS,All-Purpose Compute,m7i.large,2,8,0.42,0.273,m7i.large,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,2,1,8192,EBS only,0.1008,73.58,0.0396,28.91,0.1094,79.86
Enterprise,AWS,All-Purpose Compute,m7i.xlarge,4,16,0.84,0.546,m7i.xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,4,2,16384,EBS only,0.2016,147.17,0.0711,51.9,0.2208,161.18
Enterprise,AWS,All-Purpose Compute,m7i.2xlarge,8,32,1.67,1.086,m7i.2xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,8,4,32768,EBS only,0.4032,294.34,0.1437,104.9,0.4366,318.72
Enterprise,AWS,All-Purpose Compute,m7i.4xlarge,16,64,3.34,2.171,m7i.4xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,16,8,65536,EBS only,0.8064,588.67,0.2947,215.13,0.8432,615.54
Enterprise,AWS,All-Purpose Compute,m7i.8xlarge,32,128,6.68,4.342,m7i.8xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,32,16,131072,EBS only,1.6128,1177.34,0.588,429.24,1.76,1284.8
Enterprise,AWS,All-Purpose Compute,m7i.12xlarge,48,192,10.02,6.513,m7i.12xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,48,24,196608,EBS only,2.4192,1766.02,0.8827,644.37,2.6461,1931.65
Enterprise,AWS,All-Purpose Compute,m7i.16xlarge,64,256,13.36,8.684,m7i.16xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,64,32,262144,EBS only,3.2256,2354.69,1.1495,839.13,3.5057,2559.16
Enterprise,AWS,All-Purpose Compute,m7i.24xlarge,96,384,20.04,13.026,m7i.24xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,96,48,393216,EBS only,4.8384,3532.03,1.3086,955.28,4.8998,3576.85
Enterprise,AWS,All-Purpose Compute,m7i.metal-24xl,96,384,20.04,13.026,m7i.metal-24xl,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,96,48,393216,EBS only,4.8384,3532.03,1.2891,941.04,5.3167,3881.19
Enterprise,AWS,All-Purpose Compute,m7i.48xlarge,192,768,40.08,26.052,m7i.48xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,192,96,786432,EBS only,9.6768,7064.06,3.4691,2532.44,10.5936,7733.33
Enterprise,AWS,All-Purpose Compute,m7i.metal-48xl,192,768,40.08,26.052,m7i.metal-48xl,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,192,96,786432,EBS only,9.6768,7064.06,2.3717,1731.34,10.5504,7701.79
Enterprise,AWS,All-Purpose Compute,m8g.medium,1,4,0.29,0.189,m8g.medium,m8g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,1,1,4096,EBS only,0.0449,32.76,0.0124,9.05,0,0
Enterprise,AWS,All-Purpose Compute,m8g.large,2,8,0.57,0.371,m8g.large,m8g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,2,2,8192,EBS only,0.0898,65.52,0.0272,19.86,0,0
Enterprise,AWS,All-Purpose Compute,m8g.xlarge,4,16,1.14,0.741,m8g.xlarge,m8g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,4,4,16384,EBS only,0.1795,131.05,0.0522,38.11,0,0
Enterprise,AWS,All-Purpose Compute,m8g.4xlarge,16,64,4.57,2.971,m8g.4xlarge,m8g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,16,16,65536,EBS only,0.7181,524.2,0.2183,159.36,0,0
Enterprise,AWS,All-Purpose Compute,m8g.8xlarge,32,128,9.14,5.941,m8g.8xlarge,m8g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,32,32,131072,EBS only,1.4362,1048.4,0.4524,330.25,0,0
Enterprise,AWS,All-Purpose Compute,m8g.12xlarge,48,192,13.71,8.912,m8g.12xlarge,m8g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,48,48,196608,EBS only,2.1542,1572.6,0.6187,451.65,0,0
Enterprise,AWS,All-Purpose Compute,m8g.16xlarge,64,256,18.28,11.882,m8g.16xlarge,m8g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,64,64,262144,EBS only,2.8723,2096.79,0.766,559.18,0,0
Enterprise,AWS,All-Purpose Compute,m8g.24xlarge,96,384,27.42,17.823,m8g.24xlarge,m8g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,96,96,393216,EBS only,4.3085,3145.19,1.3812,1008.28,0,0
Enterprise,AWS,All-Purpose Compute,m8g.48xlarge,192,768,54.84,35.646,m8g.48xlarge,m8g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.7,AWS,AWS Graviton4 Processor,,192,192,786432,EBS only,8.617,6290.38,2.3304,1701.19,0,0
Enterprise,AWS,All-Purpose Compute,r3.xlarge,4,31,1,0.65,r3.xlarge,r3,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon E5-2670 v2 (Ivy Bridge),Intel AVX; Intel Turbo,4,2,31232,1 x 80 SSD,0.333,243.09,0.1103,80.52,0.3125,228.13
Enterprise,AWS,All-Purpose Compute,r3.2xlarge,8,61,2,1.3,r3.2xlarge,r3,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon E5-2670 v2 (Ivy Bridge),Intel AVX; Intel Turbo,8,4,62464,1 x 160 SSD,0.665,485.45,0.2472,180.46,0.4997,364.78
Enterprise,AWS,All-Purpose Compute,r3.4xlarge,16,122,4,2.6,r3.4xlarge,r3,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon E5-2670 v2 (Ivy Bridge),Intel AVX; Intel Turbo,16,8,124928,1 x 320 SSD,1.33,970.9,0.4238,309.37,0.8582,626.49
Enterprise,AWS,All-Purpose Compute,r3.8xlarge,32,244,8,5.2,r3.8xlarge,r3,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon E5-2670 v2 (Ivy Bridge),Intel AVX; Intel Turbo,32,16,249856,2 x 320 SSD,2.66,1941.8,0.9214,672.62,1.3356,974.99
Enterprise,AWS,All-Purpose Compute,r4.xlarge,4,31,1,0.65,r4.xlarge,r4,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.3,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,4,2,31232,EBS only,0.266,194.18,0.1069,78.04,0.2322,169.51
Enterprise,AWS,All-Purpose Compute,r4.2xlarge,8,61,2,1.3,r4.2xlarge,r4,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.3,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,8,4,62464,EBS only,0.532,388.36,0.2172,158.56,0.4626,337.7
